Skyrim.esm	0x0B03AF
Skyrim.esm	0x0B202C
Skyrim.esm	0x07E8C2
Skyrim.esm	0x04D9FF
Skyrim.esm	0x0E644B
Skyrim.esm	0x0ECA55
Skyrim.esm	0x04DA03
Skyrim.esm	0x0ECA56
Skyrim.esm	0x04DA04
Skyrim.esm	0x0DB6BC
Skyrim.esm	0x0DD676
Skyrim.esm	0x0ECA57
Skyrim.esm	0x04DA05
Skyrim.esm	0x0F3E57
Skyrim.esm	0x0DD679
Skyrim.esm	0x0ECA58
Skyrim.esm	0x04DA06
Skyrim.esm	0x0DB68B
Skyrim.esm	0x0ECA59
Skyrim.esm	0x04DA07
Skyrim.esm	0x0DD683
Skyrim.esm	0x0ECA5A
Skyrim.esm	0x04DA08
Skyrim.esm	0x0ECA5B
Skyrim.esm	0x04DA09
Skyrim.esm	0x0ECA5C
Skyrim.esm	0x04DA0A
Skyrim.esm	0x0CE84C
Skyrim.esm	0x0ECA5D
Skyrim.esm	0x04DA0B
Skyrim.esm	0x0ECA5E
Skyrim.esm	0x04DA0C
Skyrim.esm	0x0ECA5F
Skyrim.esm	0x04DA1F
Skyrim.esm	0x0F675F
Skyrim.esm	0x0ECA60
Skyrim.esm	0x07E8B8
Skyrim.esm	0x08B5C4
Skyrim.esm	0x0DF015
Skyrim.esm	0x07EE00
Skyrim.esm	0x09748B
Skyrim.esm	0x034D2D
Skyrim.esm	0x034D2C
Skyrim.esm	0x034D30
Skyrim.esm	0x070E42
Skyrim.esm	0x06F94D
Skyrim.esm	0x0ECE9A
Skyrim.esm	0x0ECE21
Skyrim.esm	0x0EC7E7
Skyrim.esm	0x0EC875
Skyrim.esm	0x0EC876
Skyrim.esm	0x108EE2
Skyrim.esm	0x0AED89
Skyrim.esm	0x01BB3D
Skyrim.esm	0x0B91F0
Skyrim.esm	0x0B91F8
Skyrim.esm	0x0BB947
Skyrim.esm	0x0BB948
Skyrim.esm	0x0BB949
Skyrim.esm	0x0BB94A
Skyrim.esm	0x0BB94B
Skyrim.esm	0x0BB94C
Skyrim.esm	0x0BB94D
Skyrim.esm	0x0BB94E
Skyrim.esm	0x0BB94F
Skyrim.esm	0x0BB950
Skyrim.esm	0x0BB951
Skyrim.esm	0x0BCF33
Skyrim.esm	0x0BCF34
Skyrim.esm	0x0BCF3D
Skyrim.esm	0x0BCF3A
Skyrim.esm	0x0BCF3C
Skyrim.esm	0x0BCF3F
Skyrim.esm	0x0BCF3E
Skyrim.esm	0x0BE3E0
Skyrim.esm	0x0BE3E1
Skyrim.esm	0x0E1FB2
Skyrim.esm	0x0BB953
Skyrim.esm	0x0C43B0
Skyrim.esm	0x0C43B6
Skyrim.esm	0x0B6FB9
Skyrim.esm	0x0AAE74
Skyrim.esm	0x04D74F
Dawnguard.esm	0x0A24D
Dawnguard.esm	0x02A76
Dawnguard.esm	0x02A77
Dawnguard.esm	0x10F37
Dawnguard.esm	0x12DB9
Dawnguard.esm	0x12DBA
Dragonborn.esm	0x206E8
Dragonborn.esm	0x1FF64
Dragonborn.esm	0x1FF65
Dragonborn.esm	0x1FF66
Dragonborn.esm	0x17E93
Dragonborn.esm	0x17E94
Dragonborn.esm	0x16E24
Dragonborn.esm	0x16E25
Dragonborn.esm	0x195DC
Dragonborn.esm	0x195DD
Dragonborn.esm	0x17005
Dragonborn.esm	0x184EF
Dragonborn.esm	0x18B19
HarvestableElvesEarFrostMirriam.esp	0x00D81
HarvestableElvesEarFrostMirriam.esp	0x00D82
# HearthFires Planter Object
# HearthFires.esm	0x10461
# HearthFires.esm	0x110BB
# HearthFires.esm	0x110BC
# HearthFires.esm	0x10462
# HearthFires.esm	0x10463
# HearthFires.esm	0x110BD
# HearthFires.esm	0x10464
# HearthFires.esm	0x10465
# HearthFires.esm	0x10466
# HearthFires.esm	0x10467
# HearthFires.esm	0x10468
# HearthFires.esm	0x110BE
# HearthFires.esm	0x110BF
# HearthFires.esm	0x110C0
# HearthFires.esm	0x110C1
# HearthFires.esm	0x110C2
# HearthFires.esm	0x110C3
# HearthFires.esm	0x110C4
# HearthFires.esm	0x110C5
# HearthFires.esm	0x110C6
# HearthFires.esm	0x110C7
# HearthFires.esm	0x10469
# HearthFires.esm	0x110C9
# HearthFires.esm	0x110CA
# HearthFires.esm	0x110CB
# HearthFires.esm	0x110CC
# HearthFires.esm	0x110CD
